TransactionID,Date,CustomerID,CustomerSegment,Category,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod
TRX-330074,2026-02-06 08:45:36,54236,Regular,Clothing,Jeans,4,74.5,298.0,Credit Card
TRX-440277,2025-05-06 13:22:31,77561,VIP,Electronics,Smartphone,4,661.34,2645.36,Cash
TRX-792956,2026-02-04 10:42:35,45992,New,Sports,Tennis Racket,1,78.14,78.14,Debit Card
TRX-117185,2025-09-29 16:02:11,19359,Regular,Clothing,Sneakers,3,53.43,160.29,Debit Card
TRX-897730,2025-09-14 12:01:42,68008,Regular,Electronics,Monitor,1,179.77,179.77,Credit Card
TRX-578148,2025-10-08 12:11:40,73242,Regular,Clothing,Jacket,1,87.72,87.72,Debit Card
TRX-545554,2025-10-08 02:33:14,73483,Regular,Electronics,Smartphone,2,559.08,1118.16,Debit Card
TRX-773462,2025-12-25 01:02:34,13278,New,Clothing,Sneakers,1,59.85,59.85,Credit Card
TRX-113554,2025-06-08 23:32:35,14852,New,Sports,Dumbbells,1,24.53,24.53,Debit Card
TRX-815234,2025-09-10 18:31:34,66370,Regular,Home & Garden,Plant Pot,2,10.3,20.6,PayPal
TRX-903625,2025-10-01 14:09:30,67422,VIP,Clothing,Sneakers,2,74.8,149.6,Debit Card
TRX-512842,2026-03-30 20:26:40,38080,New,Clothing,Jacket,1,140.09,140.09,Debit Card
TRX-220784,2025-06-25 00:13:00,84607,Regular,Home & Garden,Lamp,1,52.96,52.96,Debit Card
TRX-811634,2026-04-17 04:49:38,95175,Regular,Electronics,Laptop,2,901.6,1803.2,Debit Card
TRX-283201,2026-03-18 05:58:30,29410,New,Clothing,Jacket,1,121.95,121.95,Credit Card
TRX-826648,2026-01-18 21:52:37,79621,New,Sports,Water Bottle,1,23.2,23.2,Credit Card
TRX-749662,2025-10-18 00:19:30,25915,VIP,Clothing,Jacket,4,129.63,518.52,Debit Card
TRX-619885,2025-10-17 01:19:35,97835,Regular,Electronics,Headphones,4,140.64,562.56,Credit Card
TRX-629057,2026-01-06 15:16:30,31174,Regular,Home & Garden,Blender,1,55.57,55.57,Credit Card
TRX-482812,2026-03-28 11:49:49,42177,VIP,Clothing,Sneakers,2,89.42,178.84,Credit Card
TRX-405062,2025-08-12 18:09:56,22280,Regular,Home & Garden,Coffee Maker,4,79.0,316.0,Credit Card
TRX-895034,2026-04-11 11:03:25,80678,Regular,Home & Garden,Plant Pot,1,23.29,23.29,Credit Card
TRX-281833,2025-11-01 03:03:23,87236,Regular,Home & Garden,Lamp,1,28.27,28.27,Debit Card
TRX-552816,2025-05-26 06:08:37,89806,Regular,Electronics,Laptop,1,801.29,801.29,Debit Card
TRX-947568,2025-05-05 15:57:50,39154,New,Clothing,Sneakers,2,59.56,119.12,Debit Card
TRX-354471,2026-01-28 01:29:39,25220,Regular,Home & Garden,Plant Pot,2,21.34,42.68,PayPal
TRX-164076,2025-12-29 10:06:09,62994,New,Home & Garden,Blender,1,64.98,64.98,Credit Card
TRX-253311,2025-10-13 06:21:57,51505,Regular,Electronics,Smartphone,2,750.17,1500.34,Debit Card
TRX-189261,2025-08-27 00:51:41,30257,Regular,Electronics,Monitor,1,380.96,380.96,Debit Card
TRX-279517,2026-02-19 23:48:45,23356,Regular,Electronics,Laptop,3,1243.74,3731.2200000000003,PayPal
TRX-870033,2026-03-23 15:23:12,76768,Regular,Home & Garden,Blender,1,39.28,39.28,Credit Card
TRX-396809,2025-09-25 12:57:31,75597,Regular,Electronics,Monitor,1,223.47,223.47,Debit Card
TRX-767376,2025-10-26 17:10:14,30926,Regular,Home & Garden,Lamp,1,55.03,55.03,Credit Card
TRX-259540,2025-05-19 23:32:18,37742,Regular,Electronics,Monitor,1,203.41,203.41,Debit Card
TRX-100258,2025-09-03 06:39:41,65933,New,Home & Garden,Blender,2,42.18,84.36,Credit Card
TRX-881853,2026-04-24 19:24:02,73956,Regular,Sports,Tennis Racket,4,132.17,528.68,PayPal
TRX-937764,2025-05-19 16:04:26,14877,New,Electronics,Laptop,1,1172.55,1172.55,Credit Card
TRX-789365,2026-04-09 16:26:12,31079,New,Electronics,Monitor,1,283.88,283.88,Debit Card
TRX-459609,2025-09-09 23:31:07,27892,Regular,Home & Garden,Blender,1,52.64,52.64,Credit Card
TRX-320034,2025-06-20 06:39:22,69638,New,Sports,Tennis Racket,2,130.92,261.84,Cash
TRX-947684,2026-02-03 11:24:14,59857,VIP,Sports,Water Bottle,3,20.69,62.07000000000001,Credit Card
TRX-932336,2025-08-01 15:45:16,28320,New,Sports,Water Bottle,1,18.87,18.87,PayPal
TRX-275284,2025-07-21 23:53:36,89471,Regular,Sports,Dumbbells,1,22.01,22.01,PayPal
TRX-301984,2026-02-02 04:02:38,71644,New,Electronics,Laptop,2,902.19,1804.38,Debit Card
TRX-834649,2025-09-18 14:59:19,32241,Regular,Sports,Tennis Racket,1,62.7,62.7,Credit Card
TRX-515645,2026-03-20 02:04:30,86955,New,Electronics,Headphones,2,78.66,157.32,Debit Card
TRX-140666,2025-10-01 09:59:23,10150,New,Electronics,Monitor,1,242.31,242.31,Cash
TRX-916332,2026-01-06 06:17:16,40311,New,Home & Garden,Lamp,3,41.59,124.77000000000001,Credit Card
TRX-137604,2025-10-30 07:57:31,52823,Regular,Home & Garden,Plant Pot,1,13.86,13.86,PayPal
TRX-171950,2026-04-22 16:17:19,63545,VIP,Home & Garden,Lamp,2,56.32,112.64,Credit Card
TRX-230809,2025-10-21 23:27:54,70332,New,Clothing,Sneakers,3,93.99,281.96999999999997,Debit Card
TRX-794299,2025-09-29 22:14:50,98777,New,Electronics,Laptop,1,1498.01,1498.01,Credit Card
TRX-910176,2025-07-16 15:23:57,40512,Regular,Electronics,Monitor,1,272.27,272.27,Debit Card
TRX-381342,2026-04-06 20:55:10,44687,Regular,Clothing,Sneakers,1,78.02,78.02,Credit Card
TRX-596550,2026-02-01 05:28:26,61856,Regular,Electronics,Laptop,1,1169.22,1169.22,Cash
TRX-407057,2025-10-30 13:15:54,19358,Regular,Home & Garden,Blender,4,75.02,300.08,Cash
TRX-949376,2025-12-19 17:38:59,59695,New,Sports,Water Bottle,4,12.27,49.08,Credit Card
TRX-771237,2025-10-09 22:07:26,44741,New,Clothing,Jeans,1,47.68,47.68,Credit Card
TRX-499669,2026-03-01 21:09:49,14207,Regular,Electronics,Monitor,1,322.59,322.59,Credit Card
TRX-368113,2025-10-04 04:35:26,49210,New,Clothing,T-Shirt,1,22.25,22.25,Credit Card
TRX-747966,2026-01-10 11:05:37,57400,New,Clothing,Sneakers,1,87.94,87.94,Cash
TRX-827968,2026-03-14 11:51:50,84085,Regular,Home & Garden,Coffee Maker,1,67.84,67.84,Credit Card
TRX-747995,2025-06-09 14:34:26,12068,New,Electronics,Headphones,3,161.5,484.5,Debit Card
TRX-479030,2025-11-17 14:07:04,84531,Regular,Sports,Yoga Mat,2,19.65,39.3,Debit Card
TRX-405420,2025-10-14 09:43:50,67424,Regular,Electronics,Monitor,1,160.16,160.16,PayPal
TRX-860579,2025-09-23 01:16:11,11330,Regular,Sports,Water Bottle,1,18.04,18.04,Credit Card
TRX-331381,2025-05-29 06:16:50,16028,New,Sports,Dumbbells,1,43.73,43.73,Credit Card
TRX-414678,2026-03-23 04:45:00,44814,Regular,Electronics,Smartphone,1,935.64,935.64,Credit Card
TRX-227794,2025-12-09 10:07:31,45954,Regular,Sports,Tennis Racket,2,126.48,252.96,PayPal
TRX-464032,2025-11-03 18:15:11,80381,New,Home & Garden,Blender,1,68.66,68.66,Credit Card
TRX-139285,2025-07-06 13:57:07,92345,Regular,Home & Garden,Coffee Maker,2,78.3,156.6,Debit Card
TRX-911739,2026-03-25 17:06:21,23173,New,Home & Garden,Coffee Maker,2,91.89,183.78,Debit Card
TRX-821338,2025-12-24 16:11:02,24371,Regular,Clothing,T-Shirt,2,24.45,48.9,PayPal
TRX-971685,2025-09-06 03:45:14,26299,New,Electronics,Headphones,3,105.86,317.58,PayPal
TRX-198524,2025-11-19 02:18:10,66346,VIP,Electronics,Monitor,3,335.71,1007.1299999999999,Credit Card
TRX-704020,2026-01-30 20:38:04,49529,New,Home & Garden,Blender,2,44.64,89.28,Credit Card
TRX-529715,2025-08-22 16:18:21,93810,Regular,Home & Garden,Coffee Maker,1,88.25,88.25,Credit Card
TRX-959416,2026-03-04 21:26:11,40433,Regular,Home & Garden,Plant Pot,3,19.39,58.17,Credit Card
TRX-220005,2026-01-09 22:15:22,42087,New,Electronics,Laptop,2,1022.42,2044.84,Cash
TRX-662146,2025-10-12 04:48:50,67954,Regular,Clothing,Jeans,1,60.51,60.51,Credit Card
TRX-212537,2025-07-09 22:33:52,78327,Regular,Electronics,Smartphone,1,947.12,947.12,Credit Card
TRX-178086,2025-07-12 07:40:55,35928,Regular,Electronics,Monitor,1,187.76,187.76,Credit Card
TRX-924076,2026-01-27 06:25:43,57453,Regular,Electronics,Laptop,3,1074.31,3222.93,Credit Card
TRX-540279,2025-05-26 11:08:05,68529,New,Home & Garden,Coffee Maker,1,76.53,76.53,Debit Card
TRX-889460,2025-08-13 11:33:12,42098,Regular,Electronics,Smartphone,2,579.97,1159.94,Debit Card
TRX-154382,2026-03-28 07:29:03,18968,Regular,Home & Garden,Blender,2,52.23,104.46,Credit Card
TRX-820861,2025-12-17 00:17:06,19099,Regular,Electronics,Headphones,1,140.41,140.41,Debit Card
TRX-480983,2025-10-17 00:39:57,22196,VIP,Sports,Water Bottle,4,12.58,50.32,Debit Card
TRX-883039,2026-02-04 09:02:04,62640,Regular,Home & Garden,Blender,1,73.06,73.06,Debit Card
TRX-574419,2025-11-09 01:19:31,52081,New,Clothing,Jacket,2,147.56,295.12,Credit Card
TRX-978302,2025-11-09 07:30:25,71348,Regular,Sports,Yoga Mat,4,25.47,101.88,Debit Card
TRX-355421,2025-08-06 19:06:05,73092,Regular,Clothing,Jeans,3,52.04,156.12,Credit Card
TRX-670871,2025-12-29 04:23:17,97177,Regular,Home & Garden,Lamp,1,28.74,28.74,Credit Card
TRX-428889,2026-02-11 19:18:33,20322,Regular,Electronics,Laptop,1,1231.94,1231.94,Credit Card
TRX-838247,2026-01-30 06:21:12,33834,New,Electronics,Laptop,1,1144.82,1144.82,Credit Card
TRX-412534,2026-01-18 17:43:32,91399,Regular,Sports,Tennis Racket,1,127.65,127.65,Credit Card
TRX-878656,2025-05-22 11:05:58,59672,New,Electronics,Monitor,2,373.56,747.12,Debit Card
TRX-878261,2026-04-30 00:41:16,45018,Regular,Clothing,Sneakers,2,88.66,177.32,PayPal
TRX-395548,2025-07-06 09:58:43,89276,Regular,Home & Garden,Lamp,4,46.23,184.92,Credit Card
TRX-856609,2025-10-06 15:03:17,40647,Regular,Sports,Dumbbells,1,53.28,53.28,Debit Card
TRX-185741,2026-02-23 05:14:28,93748,New,Sports,Water Bottle,1,23.07,23.07,Debit Card
TRX-921945,2025-11-23 02:13:13,60488,New,Sports,Water Bottle,1,22.02,22.02,PayPal
TRX-840367,2025-12-14 08:20:43,51467,New,Clothing,Jacket,3,78.33,234.99,Debit Card
TRX-396788,2025-08-18 08:45:29,41946,Regular,Sports,Dumbbells,1,24.68,24.68,Credit Card
TRX-571404,2025-10-28 16:52:57,32782,New,Home & Garden,Plant Pot,1,10.34,10.34,Credit Card
TRX-718115,2025-05-22 10:11:48,42007,Regular,Home & Garden,Plant Pot,3,20.67,62.010000000000005,Debit Card
TRX-142027,2025-06-23 20:27:12,98555,New,Home & Garden,Lamp,1,32.94,32.94,Debit Card
TRX-333365,2026-02-13 00:17:34,19099,Regular,Clothing,Jacket,1,119.53,119.53,Debit Card
TRX-774865,2026-03-02 08:02:03,37938,Regular,Clothing,Jacket,1,104.22,104.22,PayPal
TRX-332548,2025-09-08 06:20:19,36365,New,Electronics,Monitor,1,240.89,240.89,Debit Card
TRX-353288,2025-05-02 07:41:07,61856,Regular,Electronics,Monitor,1,367.06,367.06,PayPal
TRX-371679,2025-06-14 15:14:34,17355,Regular,Electronics,Smartphone,1,762.78,762.78,Credit Card
TRX-645009,2025-05-03 11:59:15,39581,Regular,Clothing,Jeans,1,55.8,55.8,PayPal
TRX-840530,2025-11-20 14:48:27,82384,Regular,Home & Garden,Plant Pot,1,19.07,19.07,Credit Card
TRX-112885,2025-12-17 20:22:05,44179,New,Sports,Water Bottle,1,12.85,12.85,Credit Card
TRX-904246,2025-10-04 07:40:03,38864,Regular,Clothing,Jeans,1,67.1,67.1,Credit Card
TRX-758592,2025-11-25 13:00:40,81364,Regular,Clothing,Jacket,1,135.04,135.04,Credit Card
TRX-954886,2025-09-30 14:54:16,56179,New,Home & Garden,Blender,1,44.81,44.81,PayPal
TRX-877265,2025-11-25 12:55:57,91399,Regular,Electronics,Monitor,1,307.6,307.6,Credit Card
TRX-303765,2025-06-14 05:17:37,89131,New,Clothing,T-Shirt,2,23.18,46.36,PayPal
TRX-821547,2026-03-14 08:47:47,50888,New,Home & Garden,Blender,2,75.29,150.58,Credit Card
TRX-183641,2025-12-02 19:25:33,59131,Regular,Electronics,Headphones,1,153.47,153.47,PayPal
TRX-721880,2025-06-17 15:26:20,55830,New,Electronics,Headphones,4,116.86,467.44,Cash
TRX-197784,2025-06-05 22:13:50,67905,New,Home & Garden,Coffee Maker,4,45.24,180.96,PayPal
TRX-340134,2026-03-25 14:56:20,80592,New,Electronics,Monitor,2,237.15,474.3,PayPal
TRX-857215,2025-05-16 11:26:00,42662,Regular,Electronics,Monitor,1,217.67,217.67,Debit Card
TRX-947311,2025-05-10 00:50:58,41635,Regular,Electronics,Laptop,4,1422.9,5691.6,Credit Card
TRX-597549,2026-03-06 07:53:01,69245,Regular,Electronics,Smartphone,1,860.67,860.67,Credit Card
TRX-875354,2025-07-10 15:40:42,78386,New,Electronics,Smartphone,2,560.23,1120.46,Credit Card
TRX-529635,2025-10-28 06:32:02,76616,New,Electronics,Headphones,1,129.6,129.6,PayPal
TRX-166761,2026-04-17 14:46:48,22224,New,Clothing,Sneakers,1,54.38,54.38,Credit Card
TRX-138583,2025-08-17 17:46:23,72422,New,Clothing,Jacket,1,118.73,118.73,Debit Card
TRX-119527,2025-08-13 05:41:05,14877,New,Home & Garden,Blender,1,66.95,66.95,Credit Card
TRX-153642,2025-12-08 04:20:39,63516,Regular,Sports,Yoga Mat,2,17.88,35.76,PayPal
TRX-680175,2026-04-30 14:09:43,97026,Regular,Electronics,Smartphone,1,574.81,574.81,Credit Card
TRX-196789,2026-01-05 23:09:11,25157,Regular,Electronics,Monitor,2,222.74,445.48,Debit Card
TRX-337465,2026-04-08 11:21:54,38893,New,Home & Garden,Plant Pot,2,22.43,44.86,Debit Card
TRX-971636,2025-05-16 20:58:39,30257,Regular,Sports,Dumbbells,3,40.11,120.33,Credit Card
TRX-312511,2025-06-08 10:00:42,71385,New,Electronics,Headphones,1,152.64,152.64,PayPal
TRX-249550,2026-02-22 07:31:45,74942,Regular,Clothing,Sneakers,1,64.16,64.16,Debit Card
TRX-620526,2025-09-12 08:27:36,62521,Regular,Sports,Yoga Mat,1,24.81,24.81,Credit Card
TRX-943687,2025-07-27 10:20:38,62757,VIP,Sports,Yoga Mat,2,29.1,58.2,Credit Card
TRX-880623,2026-03-13 01:18:54,44782,Regular,Home & Garden,Blender,1,47.16,47.16,PayPal
TRX-976960,2025-12-26 22:40:30,15683,New,Sports,Yoga Mat,4,24.71,98.84,Debit Card
TRX-283633,2025-10-08 21:30:22,24201,Regular,Sports,Water Bottle,1,14.38,14.38,Debit Card
TRX-276953,2025-05-20 00:56:42,41195,Regular,Home & Garden,Plant Pot,1,15.54,15.54,PayPal
TRX-626154,2025-08-27 07:19:03,70852,New,Electronics,Laptop,1,904.8,904.8,Credit Card
TRX-158900,2025-09-14 09:16:24,86099,VIP,Clothing,Jacket,3,137.49,412.47,Debit Card
TRX-834430,2026-02-10 10:23:36,43289,New,Clothing,T-Shirt,1,23.83,23.83,Credit Card
TRX-637243,2026-02-13 10:42:04,24871,Regular,Electronics,Monitor,1,229.84,229.84,Credit Card
TRX-692688,2026-02-07 15:27:15,37235,Regular,Electronics,Smartphone,1,711.76,711.76,Credit Card
TRX-992744,2026-02-16 09:09:04,74251,Regular,Home & Garden,Plant Pot,1,22.8,22.8,Cash
TRX-188776,2025-06-22 23:55:11,26704,New,Sports,Dumbbells,1,56.38,56.38,Credit Card
TRX-401967,2026-02-09 17:12:45,48780,Regular,Sports,Dumbbells,1,20.14,20.14,Credit Card
TRX-575804,2025-06-14 01:42:55,95813,New,Clothing,T-Shirt,1,19.74,19.74,Credit Card
TRX-791176,2025-11-24 03:07:45,66498,New,Sports,Yoga Mat,3,24.83,74.49,PayPal
TRX-114152,2026-03-04 10:38:29,39871,Regular,Home & Garden,Lamp,2,42.51,85.02,PayPal
TRX-899665,2026-04-27 08:50:10,81200,Regular,Electronics,Monitor,2,269.15,538.3,Debit Card
TRX-910143,2026-02-26 00:42:55,38746,Regular,Sports,Yoga Mat,3,28.48,85.44,Debit Card
TRX-883349,2026-01-14 02:27:07,62089,Regular,Sports,Yoga Mat,3,25.63,76.89,Credit Card
TRX-292664,2025-12-31 10:25:01,41830,Regular,Electronics,Laptop,4,1051.98,4207.92,Debit Card
TRX-796188,2026-03-29 12:20:40,59441,Regular,Electronics,Headphones,1,178.93,178.93,Cash
TRX-318379,2025-12-10 22:40:12,75230,New,Clothing,Sneakers,2,66.35,132.7,Credit Card
TRX-784578,2026-01-04 09:17:29,24621,Regular,Home & Garden,Blender,1,67.01,67.01,Credit Card
TRX-563516,2025-10-08 13:24:23,16028,New,Electronics,Headphones,2,148.05,296.1,Credit Card
TRX-503752,2025-06-14 09:34:13,67433,Regular,Clothing,T-Shirt,1,15.09,15.09,Debit Card
TRX-196034,2025-05-02 04:44:10,69186,Regular,Electronics,Monitor,1,372.97,372.97,Cash
TRX-875520,2025-11-07 05:36:59,90623,Regular,Clothing,T-Shirt,3,23.32,69.96000000000001,Credit Card
TRX-465254,2025-10-13 21:24:10,67733,Regular,Clothing,Jacket,1,104.38,104.38,Debit Card
TRX-230082,2025-08-28 15:36:43,73699,New,Sports,Water Bottle,1,12.58,12.58,Credit Card
TRX-499755,2025-09-13 19:59:49,65296,Regular,Sports,Tennis Racket,2,51.85,103.7,Credit Card
TRX-147440,2025-10-03 06:37:31,38746,Regular,Home & Garden,Plant Pot,1,12.67,12.67,Credit Card
TRX-180951,2026-02-05 17:11:36,66387,New,Clothing,Sneakers,1,115.72,115.72,Credit Card
TRX-385071,2025-08-19 06:18:53,74042,Regular,Home & Garden,Lamp,1,34.98,34.98,Credit Card
TRX-130782,2025-09-07 19:27:47,78021,Regular,Home & Garden,Blender,1,61.33,61.33,Debit Card
TRX-874814,2026-04-13 15:06:39,23473,Regular,Sports,Yoga Mat,1,17.65,17.65,Debit Card
TRX-126691,2026-01-10 05:42:36,66531,New,Electronics,Headphones,1,98.18,98.18,Debit Card
TRX-124906,2025-10-26 01:13:24,38569,Regular,Electronics,Headphones,2,64.78,129.56,PayPal
TRX-152973,2026-01-17 07:40:10,42271,New,Sports,Tennis Racket,2,115.43,230.86,Credit Card
TRX-570103,2026-01-26 14:14:23,43586,New,Sports,Dumbbells,1,33.24,33.24,Debit Card
TRX-285751,2026-02-24 20:24:01,78347,Regular,Sports,Tennis Racket,1,56.72,56.72,Credit Card
TRX-598940,2026-01-14 14:48:51,83000,Regular,Home & Garden,Blender,1,52.83,52.83,Credit Card
TRX-285460,2025-12-02 21:26:32,99399,Regular,Sports,Water Bottle,3,15.65,46.95,Debit Card
TRX-166547,2026-01-10 01:20:20,79942,New,Clothing,Jeans,2,52.4,104.8,Credit Card
TRX-943349,2025-06-12 22:07:12,25129,New,Clothing,T-Shirt,1,23.59,23.59,Credit Card
TRX-792905,2026-03-16 16:18:47,67377,New,Home & Garden,Coffee Maker,1,92.04,92.04,Credit Card
TRX-627953,2025-12-09 19:05:45,27038,New,Home & Garden,Lamp,2,54.72,109.44,Debit Card
TRX-281493,2026-01-13 00:55:40,68082,New,Electronics,Headphones,1,56.2,56.2,PayPal
TRX-481377,2025-07-17 00:33:13,16582,Regular,Sports,Water Bottle,1,19.67,19.67,Debit Card
TRX-306707,2026-01-02 00:19:07,25014,Regular,Sports,Water Bottle,1,18.96,18.96,Debit Card
TRX-406703,2026-04-02 13:47:07,44993,Regular,Electronics,Monitor,1,225.15,225.15,Credit Card
TRX-961304,2025-07-29 01:45:24,97782,Regular,Home & Garden,Plant Pot,3,15.21,45.63,Debit Card
TRX-572298,2025-10-07 17:20:40,23577,Regular,Electronics,Headphones,1,67.95,67.95,Debit Card
TRX-767153,2026-04-19 22:21:55,27038,New,Clothing,Jeans,1,40.81,40.81,Debit Card
TRX-434918,2026-02-23 22:30:41,90676,Regular,Home & Garden,Blender,1,79.41,79.41,Credit Card
TRX-593549,2025-08-22 21:48:01,70068,New,Clothing,Jacket,2,147.64,295.28,Debit Card
TRX-379190,2026-02-26 08:58:22,38534,New,Sports,Dumbbells,2,26.66,53.32,Credit Card
TRX-873078,2026-04-04 02:22:47,90623,Regular,Clothing,Sneakers,2,66.34,132.68,Credit Card
TRX-279516,2026-01-11 12:46:10,13201,Regular,Clothing,T-Shirt,1,17.77,17.77,Credit Card
TRX-460987,2025-06-04 09:09:11,43082,New,Electronics,Laptop,3,1472.08,4416.24,Credit Card
TRX-883968,2026-04-27 22:09:12,80236,Regular,Electronics,Headphones,2,178.42,356.84,Credit Card
TRX-158232,2026-02-13 13:39:09,67424,Regular,Electronics,Monitor,1,363.33,363.33,Credit Card
TRX-746910,2025-08-08 22:09:36,73335,Regular,Home & Garden,Plant Pot,1,23.75,23.75,Credit Card
TRX-916776,2025-06-11 03:21:01,11267,New,Clothing,T-Shirt,1,23.74,23.74,Credit Card
TRX-412886,2025-12-07 06:43:20,53404,New,Sports,Tennis Racket,4,149.67,598.68,Debit Card
TRX-707056,2025-06-18 04:24:01,87356,New,Electronics,Smartphone,1,628.17,628.17,Credit Card
TRX-578621,2025-05-20 08:10:50,11792,New,Clothing,Jeans,3,45.97,137.91,Debit Card
TRX-465823,2026-03-11 02:31:08,36062,New,Electronics,Headphones,1,91.62,91.62,Debit Card
TRX-508548,2025-08-31 16:35:21,45838,Regular,Clothing,Jacket,1,76.57,76.57,Cash
TRX-741599,2025-08-19 14:42:12,79352,Regular,Clothing,Sneakers,1,70.7,70.7,Debit Card
TRX-857750,2025-11-11 03:24:10,50319,New,Home & Garden,Blender,3,42.44,127.32,Credit Card
TRX-772566,2026-01-15 10:31:45,88193,Regular,Electronics,Smartphone,1,860.72,860.72,PayPal
TRX-934638,2025-08-03 21:40:56,70589,Regular,Home & Garden,Lamp,1,38.6,38.6,Cash
TRX-327900,2025-07-17 17:21:22,59695,New,Sports,Tennis Racket,1,98.04,98.04,Credit Card
TRX-371212,2025-10-06 00:20:49,41266,New,Sports,Yoga Mat,2,15.29,30.58,Debit Card
TRX-707511,2026-02-10 16:46:33,92578,Regular,Home & Garden,Lamp,2,24.58,49.16,Debit Card
TRX-409727,2026-03-06 15:20:51,15817,New,Electronics,Smartphone,1,926.53,926.53,Credit Card
TRX-778604,2026-02-16 23:17:18,59192,Regular,Home & Garden,Plant Pot,2,11.61,23.22,Cash
TRX-389809,2026-02-23 11:52:51,53228,Regular,Home & Garden,Lamp,1,57.75,57.75,PayPal
TRX-426711,2026-03-01 20:25:30,14852,New,Clothing,Sneakers,1,62.08,62.08,Credit Card
TRX-214626,2025-10-23 02:14:26,37152,Regular,Electronics,Monitor,1,324.65,324.65,Debit Card
TRX-575491,2025-12-31 14:46:31,76469,New,Home & Garden,Blender,4,49.79,199.16,PayPal
TRX-742321,2025-06-17 01:51:18,68287,VIP,Sports,Dumbbells,3,21.51,64.53,Credit Card
TRX-142942,2025-07-24 02:33:10,87992,New,Sports,Water Bottle,2,24.13,48.26,Debit Card
TRX-597920,2026-01-20 20:31:03,82692,Regular,Clothing,Sneakers,1,95.47,95.47,Credit Card
TRX-230272,2026-04-26 15:52:35,33086,Regular,Sports,Dumbbells,1,54.83,54.83,Debit Card
TRX-454278,2026-03-14 03:31:23,27054,Regular,Electronics,Smartphone,1,899.4,899.4,Debit Card
TRX-328596,2025-06-21 05:53:58,89516,New,Home & Garden,Plant Pot,1,17.2,17.2,Credit Card
TRX-333726,2025-11-17 05:52:04,25915,VIP,Sports,Water Bottle,1,16.76,16.76,Credit Card
TRX-800822,2025-12-16 03:26:46,76540,New,Home & Garden,Coffee Maker,2,52.94,105.88,Credit Card
TRX-412974,2026-01-21 12:07:37,45992,New,Clothing,Jeans,1,70.31,70.31,Debit Card
TRX-155164,2025-06-30 03:02:38,17592,New,Clothing,T-Shirt,1,28.7,28.7,PayPal
TRX-200128,2025-07-05 03:35:24,49139,New,Sports,Dumbbells,2,55.62,111.24,Debit Card
TRX-170499,2025-07-31 08:34:13,70036,New,Clothing,Sneakers,2,94.17,188.34,Debit Card
TRX-451383,2025-05-07 13:25:58,12540,New,Clothing,Jeans,1,67.36,67.36,PayPal
TRX-662968,2025-07-12 07:31:34,68529,New,Clothing,Sneakers,2,97.19,194.38,Credit Card
TRX-961599,2026-02-06 01:07:08,44782,Regular,Home & Garden,Plant Pot,1,13.07,13.07,Debit Card
TRX-181588,2025-09-18 13:33:30,80329,New,Electronics,Monitor,1,293.43,293.43,Debit Card
TRX-816881,2025-10-11 22:50:15,60604,Regular,Electronics,Monitor,1,348.47,348.47,Credit Card
TRX-580938,2026-04-28 08:45:42,17989,Regular,Clothing,Jacket,1,149.78,149.78,Credit Card
TRX-600281,2026-01-27 14:28:00,68756,Regular,Home & Garden,Lamp,1,26.38,26.38,Debit Card
TRX-146372,2025-05-16 06:18:29,83579,Regular,Sports,Dumbbells,3,26.61,79.83,Credit Card
TRX-702433,2025-06-18 19:45:09,70482,Regular,Clothing,Sneakers,4,113.14,452.56,Credit Card
TRX-408463,2025-10-23 13:45:43,48974,New,Home & Garden,Blender,1,32.36,32.36,Debit Card
TRX-490032,2025-06-26 00:48:06,82063,Regular,Electronics,Smartphone,2,589.0,1178.0,Credit Card
TRX-787923,2026-01-26 23:14:21,24168,Regular,Clothing,Jeans,1,72.95,72.95,Debit Card
TRX-984247,2026-03-22 16:30:29,94607,Regular,Electronics,Laptop,3,1087.52,3262.56,Debit Card
TRX-332785,2025-11-15 00:46:54,63269,Regular,Home & Garden,Plant Pot,1,23.85,23.85,Cash
TRX-673660,2025-10-10 02:20:59,26728,Regular,Electronics,Laptop,1,802.58,802.58,Debit Card
TRX-218669,2025-07-09 12:31:29,23396,Regular,Sports,Yoga Mat,1,23.72,23.72,Debit Card
TRX-959926,2025-07-07 05:29:56,73483,Regular,Electronics,Monitor,2,322.15,644.3,Credit Card
TRX-750706,2026-04-03 03:12:09,90676,Regular,Electronics,Smartphone,1,586.57,586.57,Debit Card
TRX-223179,2026-02-21 10:12:58,99593,New,Electronics,Laptop,1,1447.73,1447.73,Debit Card
TRX-157219,2026-03-01 02:29:40,10282,Regular,Sports,Dumbbells,3,50.58,151.74,Debit Card
TRX-523874,2025-10-16 16:43:19,98501,New,Clothing,Jacket,4,111.95,447.8,Credit Card
TRX-496473,2026-02-23 21:30:15,64321,Regular,Clothing,T-Shirt,4,18.81,75.24,Debit Card
TRX-416178,2025-06-02 10:29:21,64548,Regular,Clothing,Jeans,2,63.77,127.54,Credit Card
TRX-297045,2025-11-06 02:07:13,94696,New,Sports,Yoga Mat,4,27.93,111.72,Debit Card
TRX-227728,2025-08-25 04:25:34,95097,Regular,Home & Garden,Blender,1,45.94,45.94,PayPal
TRX-548479,2025-11-16 19:41:52,40161,VIP,Sports,Water Bottle,3,11.42,34.26,Credit Card
TRX-694469,2025-07-09 21:31:53,65108,New,Home & Garden,Blender,1,75.48,75.48,Credit Card
